Persona:int,AnoNac:int,Sexo:int
18315106,1930,1
18316301,1938,1
18316302,1939,2
18317101,1969,2
18317102,1996,2
18317103,2008,2
18317104,2005,2
18317105,2005,2
18317106,1966,1
18318101,1954,2
18318102,1984,1
18319001,1937,2
18319002,1955,1
18320101,1974,2
18320102,1997,2
18320103,2012,2
18320104,2005,2
18321101,1932,2
18321102,2001,2
18321103,1975,2
18321104,1993,1
18321105,1989,1
18321106,1937,1
18322101,1966,1
18322102,1968,2
18322103,1993,1
18322104,1999,1
18322105,1998,1
18323101,1957,2
18323102,1931,1
18323103,1995,2
18323104,1988,1
18324001,1985,2
18324002,1958,1
18324003,1981,1
18324004,1952,2
18324005,2004,2
18324006,2010,1
18324007,2008,1
18325101,1977,2
18325102,1997,1
18325103,1983,2
18326101,1968,2
18326102,2007,2
18327101,1954,1
18327102,1951,2
18328001,1963,2
18328002,1991,1
18329001,1939,1
18329002,1941,2
18330001,1964,1
18330002,1970,2
18330003,1992,1
18330004,1994,1
18331001,1946,1
18331002,1955,2
18331003,1980,1
18332201,1965,1
18332202,1962,2
18332203,1994,1
18332204,1990,1
18333101,1973,1
18333102,1968,2
18333103,1992,2
18333104,2000,2
18334101,1974,2
18334102,1973,1
18334103,1995,1
18334104,2002,1
18334105,2010,2
18335101,1993,1
18335102,1995,1
18335103,1956,1
18335104,1963,2
18336101,1948,2
18337101,1962,2
18337102,1986,2
18337103,1987,1
18337104,1988,2
18337105,1994,1
18337106,1988,2
18337107,2012,1
18338101,1965,2
18338102,1963,1
18338103,2010,2
18339201,1966,1
18339202,1968,2
18339203,2002,1
18340101,1949,2
18340102,1945,1
18340103,1980,2
18340104,1998,1
18340105,2009,2
18341101,1942,2
18341102,1966,1
18341103,1993,2
18341104,2002,1
18342201,1966,1
18342202,1970,2
18342203,1989,2
18342204,1990,2
18342205,2003,2
18343101,1973,1
18343102,1972,2
18344301,1979,1
18344302,1985,2
18344303,2007,1
18344304,2012,2
18345101,1939,2
18345102,1927,1
18345103,1960,2
18346101,1949,2
18346102,1977,2
18346103,1974,1
18346104,2007,2
18347001,1953,1
18347002,1951,2
18347003,1986,1
18347004,1987,2
18347005,1991,1
18348101,1953,1
18348102,1969,2
18349201,1945,1
18349202,1942,2
18350101,1938,2
18350102,1991,2
18350103,1985,2
18351101,1943,2
18351102,1983,2
18351103,2010,2
18351104,2001,1
18351105,1981,1
18352301,1958,1
18352302,1966,2
18352303,1927,2
18352304,1980,2
18352305,1996,2
18353101,1955,2
18353102,1955,1
18354101,1964,1
18354102,1966,2
18354103,1988,1
18354104,1991,1
18354105,1995,1
18355101,1971,1
18355102,1957,2
18355103,1980,2
18355104,1984,1
18355105,2009,2
18356101,1965,2
18356102,1959,1
18356103,1989,1
18356104,1989,1
18357101,1971,2
18357102,1968,1
18357103,2006,1
18357104,2005,1
18358101,1984,2
18358102,1992,1
18358103,1954,2
18358104,1950,1
18358105,1995,2
18358106,2007,2
18359301,1947,1
18359302,1951,2
18359303,1981,1
18360101,1963,2
18360102,1959,1
18360103,1999,2
18361101,1974,1
18361102,1974,2
18361103,1995,2
18361104,1997,2
18361105,2010,1
18362101,1975,1
18362102,1984,2
18362103,1979,1
18362104,1984,2
18362105,2001,2
18362106,2002,1
18363101,1944,1
18363102,1958,2
18363103,1989,1
18363104,1985,2
18364101,1972,2
18364102,1970,1
18364103,2002,1
18364104,2005,2
18365101,1973,2
18365102,2006,1
18365103,1959,1
18365104,1997,1
18366101,1956,1
18366102,1957,2
18366103,1980,2
18367301,1971,1
18367302,1971,2
18367303,1998,2
18367304,2000,2
18368101,1951,1
18368102,1958,2
18368103,2001,2
18368104,1996,2
18369101,1985,2
18369102,1987,1
18369103,1957,2
18370101,1968,2
18370102,1970,1
18370103,1996,2
18370104,2004,2
18371101,1962,2
18371102,1992,2
18372101,1952,2
18372102,1931,2
18373101,1976,2
18373102,1975,1
18373103,2003,1
18374101,1991,2
18374102,1985,1
18374103,2011,1
18375101,1967,1
18375102,1960,2
18375103,1990,1
18375104,1989,2
18376301,1942,1
18376302,1942,2
18376303,1976,2
18376304,2002,1
18377201,1937,1
18377202,1947,2
18377203,2001,2
18378201,1968,1
18378202,1968,2
18378203,1996,2
18378204,2003,1
18379101,1970,1
18379102,1970,2
18379103,2006,1
18380101,1958,1
18380102,1958,2
18380103,1988,2
18380104,1990,2
18380105,1983,1
18381301,1959,1
18381302,1963,2
18381303,1988,1
18382001,1981,1
18382002,1976,2
18382003,2010,1
18382004,1956,1
18382005,1962,2
18382006,1992,2
18383101,1950,1
18383102,1953,2
18383103,1985,1
18383104,1988,2
18383105,1952,2
18384001,1980,1
18384002,1981,2
18384003,2006,2
18384004,2011,2
18385201,1959,2
18385202,1985,1
18385203,1988,2
18386201,1934,2
18386202,1941,1
18387101,1959,2
18387102,1986,2
18387103,1930,2
18388101,1962,1
18388102,1960,2
18389101,1968,2
18389102,1994,2
18389103,1960,1
18389104,2001,1
18390001,1969,1
18390002,1969,2
18391101,1952,1
18391102,1951,2
18391103,1992,1
18392101,1953,1
18393101,1964,1
18393102,1965,2
18393103,1994,1
18393104,1988,1
18394101,1964,1
18394102,1966,2
18394103,1993,1
18394104,1997,2
18394105,2007,2
18395001,1987,2
18395002,1988,2
18395003,1981,1
18395004,2008,2
18396101,1973,1
18396102,1971,2
18396103,1998,2
18396104,1966,2
18396105,1998,1
18397301,1979,1
18397302,1979,2
18397303,1998,1
18398301,1941,2
18398302,1976,1
18398303,1978,2
18398304,1999,1
18398305,2002,1
18399101,1965,2
18399102,1963,1
18399103,1995,1
18399104,1996,1
18399105,2001,2
18400101,1958,1
18400102,1956,2
18400103,1996,1
18401101,1958,1
18401102,1960,2
18401103,1925,2
18401104,1989,1
18402001,1971,1
18402002,1975,2
18402003,2002,1
18402004,2008,2
18403101,1948,2
18403102,1962,1
18403103,1987,1
18403104,1994,1
18403105,2000,1
18403106,1922,2
18404101,1975,2
18404102,1963,1
18404103,1996,1
18404104,2002,2
18405101,1965,2
18405102,1991,2
18405103,2005,2
18405104,2011,1
18405105,1929,2
18405106,1996,2
18406101,1943,1
18406102,1953,2
18407001,1987,2
18407002,1984,1
18407003,2012,1
18408101,1980,1
18408102,1957,1
18408103,1957,2
18408104,1984,2
18409101,1979,1
18409102,1956,1
18409103,1954,2
18409104,1993,2
18409105,1982,1
18410301,1976,1
18410302,1976,2
18410303,1998,2
18411101,1979,2
18411102,1952,2
18411103,1952,1
18411104,1982,1
18412101,1993,2
18412102,1988,1
18412103,2010,2
18413101,1951,1
18414101,1963,1
18414102,1963,2
18414103,2006,2
18415101,1977,1
18415102,1949,2
18415103,1982,2
18415104,1999,1
18416001,1978,1
18416002,1993,2
18416003,2002,2
18416004,1999,1
18416005,2000,1
18416006,1953,2
18417001,1978,1
18417002,1986,2
18418101,1967,1
18418102,1967,2
18418103,1934,2
18418104,1993,1
18419101,1971,1
18419102,1973,2
18419103,2006,1
18420101,1979,2
18420102,1952,1
18420103,1957,2
18420104,2002,1
18420105,2005,1
18420106,1987,2
18420107,2009,2
18420108,1982,1
18421101,1975,2
18421102,1970,1
18421103,2002,2
18422101,1947,2
18422102,1945,1
18422103,1970,2
18422104,1993,1
18422105,1995,2
18422106,2000,2
18422107,2007,1
18422108,1992,1
18423101,1973,2
18423102,1994,2
18423103,1998,1
18423104,1998,1
18423105,2001,1
18424001,1950,2
18424002,1948,1
18424003,1986,1
18424004,2000,2
18424005,1952,1
18425001,1977,2
18425002,1977,1
18425003,2005,1
18425004,1997,1
18426001,1946,2
18426002,1978,2
18426003,2011,2
18426004,1978,1
18426005,2005,1
18426006,1994,1
18427101,1985,2
18427102,1984,1
18427103,2002,2
18427104,2009,2
18428101,1960,2
18428102,1948,1
18428103,1993,1
18429201,1975,2
18429202,1979,1
18429203,1991,1
18429204,2001,1
18430101,1957,2
18430102,1980,1
18430103,1981,1
18430104,1957,1
18431101,1945,2
18431102,1975,1
18432101,1990,2
18432102,2009,2
18432103,1976,2
18433001,1971,1
18433002,1971,2
18433003,2003,2
18433004,2007,2
18434101,1962,2
18434102,1963,1
18434103,1965,1
18434104,1960,1
18434105,1994,2
18435301,1960,1
18435302,1964,2
18435303,1988,2
18435304,1996,1
18436301,1983,1
18436302,1981,1
18437301,1973,2
18437302,2007,2
18438101,1922,2
18439101,1976,1
18439102,1978,2
18439103,2002,1
18440101,1983,2
18440102,1975,1
18440103,1999,1
18440104,1990,2
18441101,1971,2
18441102,1973,1
18441103,2003,2
18442001,1943,1
18442002,1951,2
18442003,1993,1
18442004,1994,1
18443001,1969,1
18443002,1965,2
18443003,1996,1
18443004,2006,2
18444101,1973,1
18444102,1975,2
18444103,1996,1
18444104,2013,2
18444105,2005,1
18445101,1943,1
18445102,1941,2
18445103,1967,2
18445104,2006,1
18446101,1942,2
18446102,1936,1
18446103,1995,2
18446104,2003,2
18447101,1964,2
18447102,1985,2
18447103,1987,2
18447104,1991,2
18447105,1994,2
18447106,1998,1
18447107,2006,1
18447108,2011,1
18448101,1938,1
18448102,1943,2
18449101,1964,2
18449102,1984,1
18449103,2005,2
18449104,2006,2
18449105,1974,2
18449106,1938,2
18449107,1934,1
18450101,1986,1
18450102,2004,2
18450103,1988,2
18450104,1987,2
18451301,1961,1
18451302,1971,2
18451303,1992,1
18451304,1990,2
18452101,1947,2
18452102,1953,1
18453001,1974,1
18453002,1946,1
18453003,1956,2
18454101,1980,2
18454102,1983,1
18454103,1947,1
18455101,1966,2
18455102,2005,1
18455103,2006,2
18456101,1978,1
18456102,1983,2
18456103,2011,2
18457101,1962,2
18457102,1997,1
18457103,2001,1
18458001,1953,1
18458002,1956,2
18458003,1983,1
18458004,1976,1
18459101,1952,2
18459102,1982,2
18459103,1982,1
18460101,1964,1
18460102,1969,2
18460103,1964,1
18460104,2007,1
18461101,1948,1
18461102,1956,2
18461103,1989,1
18462101,1966,2
18462102,1990,2
18462103,1999,2
18462104,1992,1
18462105,1989,2
18463001,1972,1
18463002,1979,2
18463003,2007,2
18463004,1988,2
18463301,1936,1
18463302,1948,2
18464101,1967,1
18464102,1977,2
18464103,2008,1
18464104,2006,1
18465101,1982,1
18465102,1985,2
18465103,2012,2
18466101,1972,1
18466102,1973,2
18466103,2002,1
18466104,2004,2
18467101,1934,2
18467102,1964,2
18468101,1967,1
18468102,1969,2
18468103,1994,1
18468104,2001,1
18469101,1975,2
18469102,1992,2
18469103,1997,1
18470101,1961,1
18470102,1961,2
18470103,1996,2
18471101,1979,2
18471102,1975,1
18471103,2006,2
18471104,2011,1
18472101,1932,2
18472102,1956,1
18472103,1960,2
18472104,1991,2
18473001,1952,2
18473002,1973,2
18474101,1957,2
18474102,1977,1
18474103,1928,2
18475101,1956,1
18475102,1960,2
18475103,1987,2
18475104,1994,1
18476101,1968,1
18476102,1968,2
18476103,1993,1
18476104,1995,1
18476105,1997,2
18477101,1959,2
18477102,1969,1
18477103,1959,1
18477104,2000,1
18477105,2010,2
18477106,1950,1
18477107,1983,2
18478101,1980,2
18478102,1952,2
18478103,1952,1
18478104,1987,2
18478105,1980,2
18478106,1979,1
18478107,1996,1
18478108,2005,1
18478109,2006,1
18479101,1982,2
18479102,2009,1
18479103,1954,1
18480101,1962,2
18480102,1991,2
18480103,1932,1
18481101,1956,2
18481102,1957,1
18481103,1986,2
18481104,1999,2
18482101,1967,2
18482102,1964,1
18482103,1989,2
18482104,1987,2
18482105,2002,2
18483001,1978,1
18483002,1979,2
18484301,1960,1
18484302,1968,1
18484303,1938,2
18485301,1942,2
18485302,1963,2
18485303,1990,2
18485304,1994,1
18486101,1952,1
18486102,1952,2
18487001,1962,2
18487002,1956,1
18487003,1996,1
18487004,1983,1
18488201,1970,2
18488202,1967,1
18488203,1990,1
18488204,1993,1
18488205,2007,1
18489101,1949,1
18489102,1952,2
18489103,1983,1
18490101,1945,1
18490102,1977,1
18490103,1980,1
18491001,1983,2
18491002,1982,1
18491003,2001,2
18491004,2004,2
18492201,1972,2
18492202,1995,2
18492203,1969,1
18492204,2011,2
18493101,1949,2
18493102,1990,2
18493103,1994,1
18494101,1971,2
18494102,1979,1
18494103,2003,1
18495101,1955,1
18495102,1956,2
18495103,1981,1
18495104,1987,2
18496101,1953,2
18496102,1955,1
18496103,1995,1
18496104,1925,1
18496105,1926,2
18497101,1958,2
18497102,1959,1
18497103,1992,1
18497104,1990,1
18498201,1924,1
18498202,1925,2
18498203,1955,2
18499201,1961,1
18499202,1962,2
18500101,1972,2
18500102,1964,1
18500103,2008,1
18500104,1996,1
18500105,2001,2
18501101,1989,2
18501102,1954,1
18502101,1968,2
18502102,1965,1
18502103,1997,1
18502104,1999,1
18502105,2007,1
18503001,1942,1
18503002,1943,2
18503003,1974,2
18503004,2006,2
18504101,1970,1
18504102,1969,2
18504103,1994,1
18504104,1997,1
18505101,1962,1
18505102,1962,2
18505103,1993,2
18505104,1988,1
18506001,1959,2
18506002,1952,2
18506003,2009,1
18507301,1969,2
18507302,1964,1
18507303,1991,2
18508101,1982,1
18508102,1985,2
18508103,2008,1
18509301,1940,1
18509302,1948,2
18510301,1950,1
18510302,1938,2
18510303,1973,1
18511101,1971,2
18511102,1989,1
18511103,1993,2
18512101,1992,2
18512102,1965,2
18512103,1989,1
18513001,1940,1
18513002,1936,2
18513003,1965,1
18513004,1970,2
18514201,1943,1
18514202,1953,2
18514203,1971,1
18514204,1989,2
18515101,1990,1
18515102,1967,2
18515103,1999,1
18515104,2005,2
18516101,1952,2
18516102,1989,2
18517101,1970,1
18517102,1971,2
18517103,1974,1
18517104,1998,2
18517105,2007,2
18518101,1958,2
18519101,1983,1
18519102,1981,2
18519103,2005,2
18520101,1972,1
18520102,1979,2
18520103,2005,2
18520104,2009,1
18521101,1958,2
18521102,1997,1
18522101,1971,2
18522102,1960,1
18522103,1947,2
18522104,1992,2
18522105,1994,1
18522106,2012,2
18523301,1943,2
18523302,1949,1
18523303,1975,2
18523304,2005,1
18523305,2008,2
18524101,1949,1
18524102,1944,2
18524103,1981,1
18524104,1972,1
18524105,1986,1
18525101,1970,2
18525102,1991,1
18525103,1993,2
18526101,1963,2
18526102,2003,2
18526103,2001,2
18526104,1972,1
18527101,1944,1
18527102,1949,2
18528001,1979,2
18528002,1977,1
18528003,2000,1
18528004,2008,1
18529101,1982,1
18529102,1981,2
18529103,1959,1
18529104,2001,2
18529105,2009,1
18530101,1971,2
18530102,1963,1
18530103,1997,2
18530104,1999,2
18530105,2004,1
18530106,2010,2
18531101,1935,2
18531102,1997,1
18531103,1971,2
18532101,1942,2
18532102,1941,1
18533001,1934,2
18534101,1961,2
18534102,1944,1
18535101,1967,1
18535102,1967,2
18535103,2001,1
18536101,1928,1
18536102,1929,2
18537101,1965,2
18537102,1973,1
18537103,1994,1
18537104,2002,1
18537105,1988,1
18538101,1985,2
18538102,1952,1
18538103,1956,2
18539101,1962,2
18539102,1989,1
18540301,1965,1
18540302,1967,2
18540303,1986,1
18540304,1992,2
18541301,1973,2
18541302,1994,1
18541303,1999,2
18541304,2000,1
18542101,1945,2
18543101,1960,1
18543102,1991,2
18543103,1993,1
18543104,1990,2
18543105,1965,2
18544101,1965,2
18544102,1943,2
18544103,1993,2
18544104,2010,1
18544105,2008,2
18544106,2010,2
18544107,1983,2
18545301,1976,1
18545302,1977,2
18545303,2001,2
18546101,1963,2
18546102,1963,1
18546103,1990,1
18547101,1976,2
18547102,1974,1
18547103,2010,1
18547104,2003,2
18548101,1963,1
18548102,1957,2
18548103,1993,1
18548104,1988,2
18549101,1964,1
18549102,1966,2
18549103,1984,2
18549104,1988,2
18549105,1996,2
18549106,2011,1
18550001,1956,2
18550002,1976,2
18550003,1991,1
18551101,1970,2
18551102,1992,2
18552101,1991,2
18552102,1959,2
18552103,1982,2
18552104,2006,2
18552105,2002,2
18553101,1945,2
18553102,1987,1
18554101,1940,2
18554102,1963,2
18554103,2004,2
18554104,1996,1
18555201,1952,2
18555202,1932,1
18556101,1967,2
18556102,1998,2
18556103,2000,2
18556104,2003,1
18557101,1964,1
18557102,1964,2
18557103,1991,2
18557104,2012,1
18558001,1980,1
18558002,1961,2
18558003,1981,2
18558004,1996,1
18559101,1995,2
18559102,1969,2
18559103,1971,1
18560101,1955,2
18560102,1982,1
18560103,1979,2
18560104,2005,2
18561201,1974,1
18561202,1975,2
18561203,2004,1
18561204,1996,1
18562101,1974,2
18562102,1976,1
18562103,2005,1
18562104,2003,1
18562105,1994,2
18563101,1941,1
18563102,1947,2
18563103,1968,2
18564001,1967,1
18564002,1969,2
18564003,1999,1
18564004,2003,1
18565101,1968,2
18565102,1959,1
18565103,1989,2
18565104,2003,1
18566301,1974,2
18566302,2006,1
18567101,1981,1
18567102,1986,2
18567103,2009,2
18568201,1953,2
18568202,1949,1
18568203,1973,1
18568204,1997,1
18568205,2001,1
18569101,1937,2
18569102,1972,2
18570001,1946,1
18570002,1949,2
18571101,1981,1
18571102,1999,2
18571103,1957,2
18572101,1957,2
18572102,1986,1
18572103,1957,1
18572104,1989,2
18572105,2011,1
18573101,1924,1
18574201,1991,2
18574202,1964,2
18574203,1996,1
18575001,1938,2
18576101,1938,2
18577101,1966,2
18577102,1999,1
18577103,2001,2
18577104,1937,2
18577105,1960,1
18578101,1972,2
18578102,1992,1
18578103,1996,2
18578104,2000,1
18578105,2006,2
18578106,2006,1
18579101,1986,1
18579102,1993,1
18579103,1959,2
18580101,1993,2
18580102,1983,2
18580103,2003,2
18580104,2000,1
18580105,1995,1
18581001,2000,2
18581002,2000,2
18581003,1975,2
18581004,1975,1
18581005,1985,1
18582101,1970,1
18582102,1974,2
18582103,1990,2
18582104,1960,2
18583101,1956,1
18583102,1956,2
18583103,1984,1
18583104,1985,1
18583105,1991,1
18583106,1991,2
18584201,1978,1
18584202,1986,2
18584203,2005,1
18584204,2007,1
18584205,2007,2
18585101,1982,2
18585102,1960,1
18585103,1962,2
18585104,1991,2
18586101,1973,2
18586102,1969,1
18586103,1992,2
18586104,1996,1
18586105,1999,2
18586106,2008,1
18586301,1960,2
18586302,1984,1
18586303,1995,2
18588101,1961,2
18588102,1986,2
18588103,1977,1
18588104,1977,2
18588105,2000,2
18588106,2003,1
18588107,2002,2
18588108,1998,1
18589101,1943,2
18589102,1966,1
18589103,2001,1
18590101,1997,1
18590102,1961,2
18590103,1956,1
18590104,1995,2
18590105,1985,2
18590106,1980,1
18591301,1947,2
18591302,1942,1
18592301,1954,2
18592302,1990,1
18593101,1975,2
18593102,1996,1
18593103,1993,2
18593104,1975,1
18594101,1946,1
18594102,1949,2
18594103,1977,2
18594104,1989,2
18594105,2004,2
18595301,1932,2
18595302,1959,1
18596101,1989,2
18596102,1955,2
18597001,1985,2
18597002,1979,1
18597003,2007,1
18597004,2011,2
18598101,1992,2
18598102,1974,1
18598103,1972,2
18598104,2004,1
18598105,2011,2
18599101,1974,1
18599102,1974,2
18599103,1998,1
18599104,2000,2
18599105,2004,2
18599106,2005,1
18600101,1938,1
18600102,1948,2
18600103,1991,1
18600104,1970,2
18600105,1990,2
18600106,1974,1
18601101,1950,1
18601102,1995,1
18601103,1960,2
18601104,1983,1
18601105,1990,1
18601106,2000,1
18602001,1956,1
18602002,1964,2
18602003,1986,2
18602004,1987,2
18602005,1987,2
18602006,1992,1
18603101,1952,2
18603102,1950,1
18604101,1961,2
18604102,1962,1
18604103,1993,2
18604104,1990,1
18605101,1957,2
18605102,1956,1
18605103,1983,1
18605104,1995,2
18606101,1967,1
18606102,1985,2
18607101,1994,1
18607102,1955,1
18607103,1956,2
18608101,1948,1
18608102,1955,2
18609101,1988,1
18609102,1988,2
18610301,1961,1
18610302,1960,2
18610303,1990,2
18610304,1992,1
18610305,1994,1
18610306,1995,1
18610307,1999,1
18611101,1946,1
18611102,1946,2
18612101,1940,2
18612102,1977,1
18612103,1970,2
18612104,1997,2
18612105,2002,1
18613101,1945,2
18613102,1964,1
18613103,1992,2
18613104,1984,1
18614101,1967,1
18614102,1970,2
18614103,1993,2
18614104,2000,1
18614105,2003,1
18614106,2012,1
18615101,1991,1
18615102,1997,2
18615103,1969,1
18615104,1968,2
18616301,1952,1
18617101,1952,1
18617102,1952,2
18617103,1975,2
18617104,1985,2
18617105,2005,1
18617106,2005,2
18618101,1984,2
18618102,2007,2
18618103,2011,2
18619101,1944,2
18619102,1935,1
18620101,1949,1
18621301,1959,1
18621302,1962,2
18621303,1982,2
18621304,1988,1
18621305,1988,1
18621306,2005,1
18621307,2006,1
18622101,1950,1
18622102,1948,2
18622103,1988,2
18623101,1961,1
18623102,1971,2
18623103,2003,2
18623104,1982,1
18623105,1993,1
18625101,1989,2
18625102,1953,2
18625103,1960,1
18625104,1994,1
18626001,1939,1
18626002,1947,2
18627101,1946,1
18627102,1953,2
18628001,1977,1
18628002,1979,2
18628003,2000,2
18628004,2009,1
18629001,1973,2
18629002,1977,1
18629003,2008,2
18629004,2011,2
18630001,1946,2
18630002,1952,2
18631101,1979,2
18631102,1976,1
18631103,2003,2
18631104,2007,1
18632301,1970,1
18632302,1964,2
18632303,1998,2
18633301,1964,1
18633302,1972,2
18633303,1993,1
18633304,1996,1
18633305,2004,1
18634101,1960,1
18634102,1961,2
18634103,1987,1
18634104,1999,2
18635001,1982,2
18635002,1955,2
18636101,1982,1
18636102,1983,2
18636103,2009,2
18637301,1944,2
18638101,1960,2
18638102,2002,1
18638103,1992,2
18638104,1981,1
18638105,1963,1
18639001,1964,1
18639002,1963,2
18639003,1997,1
18639004,2003,1
18640101,1956,2
18640102,1989,2
18640103,2007,2
18641301,1956,1
18641302,1963,2
18641303,1987,2
18641304,1988,2
18641305,1990,1
18642301,1948,1
18642302,1948,2
18642303,1982,2
18643101,1974,2
18643102,1975,1
18643103,1995,1
18643104,2002,1
18643105,2002,2
18643106,2008,1
18644101,1949,1
18644102,1962,2
18644103,1986,2
18644104,1980,1
18645101,1974,1
18645102,1971,2
18645103,2004,1
18645104,2007,2
18645105,2009,2
18646101,1958,2
18646102,2002,1
18646103,1981,2
18646104,1990,2
18646105,1952,1
18647101,1960,2
18647102,1962,1
18647103,1938,2
18647104,1989,2
18647105,1994,2
18647106,2000,1
18648101,1935,2
18648102,1934,1
18649001,1993,1
18649002,1948,1
18649003,1961,2
18649004,1984,2
18649005,1987,2
18649006,1987,2
18649007,2010,2
18649008,1923,2
18650101,1941,2
18650102,1996,2
18650103,2012,2
18650104,1989,2
18650105,2011,2
18650106,1968,2
18650107,2007,1
18650108,1982,1
18651101,1980,1
18651102,1980,2
18652101,1991,1
18652102,1979,2
18652103,1995,2
18652104,2008,1
18652105,1989,2
18653101,1958,2
18653102,1984,1
18653103,1982,2
18654101,1961,2
18654102,1960,1
18654103,1984,1
18654104,1987,2
18655101,1962,2
18655102,1982,1
18655103,2001,1
18655104,1965,1
18656101,1953,1
18656102,1958,2
18656103,1988,1
18656104,1981,1
18657101,1973,1
18657102,1973,2
18657103,2003,2
18658101,1953,2
18658102,1980,2
18658103,1982,2
18658104,1988,2
18659001,1968,1
18659002,1975,1
18659003,1993,1
18659004,1997,1
18660101,1967,1
18660102,1960,2
18660103,1992,2
18660104,2001,2
18660105,2002,2
18661301,1965,1
18661302,1964,2
18661303,1983,1
18661304,1981,2
18661305,1988,1
18661306,2002,2
18661307,2004,1
18662101,1945,2
18662102,1941,1
18662103,1967,2
18663101,1968,1
18663102,1971,2
18663103,1994,2
18663104,2000,1
18663105,2005,1
18663106,1992,2
18664001,1984,1
18664002,1989,2
18664003,2005,1
18664004,2007,2
18664005,2009,1
18665201,1968,2
18665202,1988,2
18665203,1996,1
18665204,2000,2
18666201,1990,2
18666202,1989,1
18666203,2012,1
18667101,1975,1
18667102,1984,2
18667103,2009,1
18668101,1978,1
18668102,1978,2
18668103,2005,1
18669001,1953,1
18669002,1963,2
18669003,1995,2
18669004,1998,1
18670001,1956,2
18670002,1959,1
18670003,1983,1
18670004,1988,1
18671101,1949,2
18671102,1945,1
18672301,1963,1
18672302,1970,2
18672303,1994,2
18672304,1995,1
18672305,1996,1
18673001,1932,2
18673002,1960,1
18673003,1991,1
18673004,1997,2
18673005,2009,1
18673006,1991,2
18674101,1941,2
18675101,1944,2
18675102,1940,1
18676201,1936,1
18676202,1937,2
18677101,1974,1
18677102,1975,2
18677103,2012,1
18677104,2008,2
18678101,1975,1
18678102,2009,2
18678103,1999,2
18679001,1968,2
18679002,2006,2
18680101,1964,2
18680102,1969,1
18680103,2004,2
18680104,1997,1
18680105,1925,2
18681101,1944,2
18681102,1980,1
18681103,1984,2
18682101,1966,2
18682102,1960,1
18682103,1990,1
18682104,1989,2
18682105,2011,2
18682106,2001,1
18682107,1936,2
18683101,1987,2
18683102,1967,2
18683103,2001,1
18683104,2009,1
18684101,1942,2
18684102,1968,1
18685101,1983,2
18685102,1987,2
18685103,1952,1
18685104,1956,2
18685105,2008,2
18686101,1950,1
18686102,1948,2
18686103,1984,2
18687201,1954,1
18687202,1954,2
18687203,1922,2
18688001,1959,1
18688002,1986,2
18688003,1984,2
18688004,1962,2
18688005,2002,1
18688006,2009,2
18688007,2000,1
18689201,1968,1
18690101,1961,2
18690102,1992,2
18690103,1993,2
18691101,1973,1
18691102,1975,2
18691103,1996,1
18691104,2002,2
18691105,2010,2
18692101,1966,2
18692102,1991,1
18692103,1997,2
18692104,1988,1
18692105,1994,2
18693101,1988,1
18693102,1968,2
18693103,1966,1
18693104,2006,1
18694201,1936,2
18694202,1964,1
18695101,1952,1
18695102,1959,2
18695103,1979,1
18695104,1985,2
18695105,1992,1
18695106,2007,2
18696301,1949,2
18697101,1987,1
18697102,1983,2
18697103,2008,2
18697104,2010,1
18698101,1932,1
18698102,1937,2
18698103,1963,1
18699101,1952,2
18699102,1953,1
18699103,1981,1
18699104,1988,2
18699105,2011,1
18700301,1966,1
18700302,1958,2
18700303,1964,2
18701101,1956,1
18701102,1957,2
18701103,1987,1
18701104,1991,1
18702001,1970,1
18702002,1972,2
18702003,2004,2
18702004,2010,2
18703101,1956,2
18703102,1958,1
18704101,1930,2
18705101,1957,2
18705102,1984,1
18705103,1980,2
18705104,2008,2
18706101,1945,1
18706102,1947,2
18706103,1982,1
18707101,1973,1
18707102,1982,2
18707103,2001,1
18707104,2004,1
18708101,1980,2
18708102,1988,1
18708103,1959,2
18708104,1955,1
18708105,2000,1
18709101,1991,2
18709102,1984,1
18709103,2009,1
18710001,1942,1
18710002,1954,2
18711101,1968,2
18711102,1963,1
18711103,1991,2
18711104,1993,2
18711105,1998,1
18712001,1943,2
18712002,1970,1
18714101,1958,2
18714102,1956,1
18714103,1987,2
18715101,1945,2
18715102,1960,1
18716101,1950,1
18716102,1954,2
18716103,1977,2
18716104,2006,2
18716105,2002,2
18717101,1961,2
18717102,1961,1
18717103,1989,2
18717104,1987,1
18717105,2012,2
18718101,1970,2
18718102,1968,1
18718103,1998,2
18719101,1948,1
18719102,1946,2
18720001,1952,2
18720002,1955,2
18721101,1981,1
18722101,1984,2
18722102,1951,1
18722103,2007,2
18723001,1961,2
18723002,1979,1
18723003,1982,2
18724001,1951,1
18724002,1976,1
18724003,1976,2
18724004,1995,1
18724005,1999,1
18725101,1965,1
18725102,1991,1
18725103,1953,2
18725104,1994,1
18726101,1983,2
18726102,1987,2
18726103,1962,1
18726104,1962,2
18727001,1937,2
18727002,1970,2
18727003,1975,2
18727004,1994,1
18727005,1994,1
18728001,1958,1
18729101,1979,2
18729102,1985,1
18729103,1996,1
18729104,2002,2
18729105,2007,1
18730101,1974,2
18730102,2003,1
18730103,1968,1
18731301,1970,2
18731302,1967,1
18731303,2007,1
18731304,2007,2
18732101,1987,1
18732102,1989,2
18732201,1978,2
18732202,1976,1
18732203,2009,2
18733101,1936,2
18733102,1964,1
18733103,1959,2
18734101,1928,1
18734102,1935,1
18735101,1969,2
