encuentro_id:int,encuentro_version_id:int,encuentro_location_id:int,encuentro_pokemon_id:int,encuentro_min:int,encuentro_max:int
29997,9,371,355,27,27
29998,9,371,355,27,27
29999,9,371,355,25,25
30000,9,371,355,29,29
30001,9,372,353,27,27
30002,9,372,353,28,28
30003,9,372,353,26,26
30004,9,372,353,25,25
30005,9,372,353,29,29
30006,9,372,353,24,24
30007,9,372,353,23,23
30008,9,372,353,22,22
30009,9,372,355,27,27
30010,9,372,355,27,27
30011,9,372,355,25,25
30012,9,372,355,29,29
30013,9,373,353,27,27
30014,9,373,353,28,28
30015,9,373,353,26,26
30016,9,373,353,25,25
30017,9,373,353,29,29
30018,9,373,353,24,24
30019,9,373,353,23,23
30020,9,373,353,22,22
30021,9,373,355,27,27
30022,9,373,355,27,27
30023,9,373,355,25,25
30024,9,373,355,29,29
30025,9,374,353,27,27
30026,9,374,353,27,27
30027,9,374,353,28,28
30028,9,374,353,29,29
30029,9,374,37,29,29
30030,9,374,37,27,27
30031,9,374,37,29,29
30032,9,374,37,25,25
30033,9,374,278,27,27
30034,9,374,278,27,27
30035,9,374,278,26,26
30036,9,374,278,28,28
30037,9,375,353,28,28
30038,9,375,353,29,29
30039,9,375,353,27,27
30040,9,375,353,26,26
30041,9,375,353,30,30
30042,9,375,353,25,25
30043,9,375,353,24,24
30044,9,375,355,28,28
30045,9,375,355,26,26
30046,9,375,355,30,30
30047,9,375,358,28,28
30048,9,375,358,28,28
30049,9,382,42,40,40
30050,9,382,297,40,40
30051,9,382,305,40,40
30052,9,382,294,40,40
30053,9,382,41,36,36
30054,9,382,296,36,36
30055,9,382,42,38,38
30056,9,382,297,38,38
30057,9,382,304,36,36
30058,9,382,293,36,36
30059,9,382,304,36,36
30060,9,382,293,36,36
30061,9,383,75,30,40
30062,9,383,74,30,40
30063,9,383,75,35,40
30064,9,383,75,35,40
30065,9,383,75,35,40
30066,9,383,42,40,40
30067,9,383,297,40,40
30068,9,383,305,40,40
30069,9,383,305,40,40
30070,9,383,42,38,38
30071,9,383,297,38,38
30072,9,383,42,42,42
30073,9,383,297,42,42
30074,9,383,305,42,42
30075,9,383,303,38,38
30076,9,383,305,42,42
30077,9,383,303,38,38
30078,9,384,129,10,30
30079,9,384,118,10,30
30080,9,384,339,10,30
30081,9,384,129,5,10
30082,9,384,118,5,10
30083,9,384,339,25,30
30084,9,384,339,30,35
30085,9,384,340,30,35
30086,9,384,340,35,40
30087,9,384,340,40,45
30088,9,384,42,30,35
30089,9,384,42,25,30
30090,9,384,42,35,40
30091,9,384,42,35,40
30092,9,384,42,35,40
30093,9,384,42,40,40
30094,9,384,302,40,40
30095,9,384,305,40,40
30096,9,384,305,40,40
30097,9,384,42,42,42
30098,9,384,302,42,42
30099,9,384,42,44,44
30100,9,384,302,44,44
30101,9,384,305,42,42
30102,9,384,303,42,42
30103,9,384,305,44,44
30104,9,384,303,44,44
30105,9,432,43,25,25
30106,9,432,43,27,27
30107,9,432,203,25,25
30108,9,432,203,27,27
30109,9,432,177,25,25
30110,9,432,84,25,25
30111,9,432,44,25,25
30112,9,432,202,27,27
30113,9,432,25,25,25
30114,9,432,202,27,27
30115,9,432,25,27,27
30116,9,432,202,29,29
30117,9,431,129,10,30
30118,9,431,118,10,25
30119,9,431,118,10,30
30120,9,431,129,5,10
30121,9,431,118,5,10
30122,9,431,118,25,30
30123,9,431,118,30,35
30124,9,431,119,30,35
30125,9,431,119,35,40
30126,9,431,119,25,30
30127,9,431,54,20,30
30128,9,431,54,20,30
30129,9,431,54,30,35
30130,9,431,54,30,35
30131,9,431,54,30,35
30132,9,431,43,25,25
30133,9,431,43,27,27
30134,9,431,203,25,25
30135,9,431,203,27,27
30136,9,431,177,25,25
30137,9,431,84,27,27
30138,9,431,44,25,25
30139,9,431,202,27,27
30140,9,431,25,25,25
30141,9,431,202,27,27
30142,9,431,25,27,27
30143,9,431,202,29,29
30144,9,430,74,10,15
30145,9,430,74,5,10
30146,9,430,74,15,20
30147,9,430,74,20,25
30148,9,430,74,25,30
30149,9,430,231,27,27
30150,9,430,43,27,27
30151,9,430,231,29,29
30152,9,430,43,29,29
30153,9,430,177,27,27
30154,9,430,44,29,29
30155,9,430,44,31,31
30156,9,430,177,29,29
30157,9,430,178,29,29
30158,9,430,214,27,27
30159,9,430,178,31,31
30160,9,430,214,29,29
30161,9,429,129,10,30
30162,9,429,118,10,25
30163,9,429,118,10,30
30164,9,429,129,5,10
30165,9,429,118,5,10
30166,9,429,118,25,30
30167,9,429,118,30,35
30168,9,429,119,30,35
30169,9,429,119,35,40
30170,9,429,119,25,30
30171,9,429,54,20,30
30172,9,429,54,20,30
30173,9,429,54,30,35
30174,9,429,55,30,35
30175,9,429,55,25,40
30176,9,429,111,27,27
30177,9,429,43,27,27
30178,9,429,111,29,29
30179,9,429,43,29,29
30180,9,429,84,27,27
30181,9,429,44,29,29
30182,9,429,44,31,31
30183,9,429,84,29,29
30184,9,429,85,29,29
30185,9,429,127,27,27
30186,9,429,85,31,31
30187,9,429,127,29,29
30188,9,435,129,25,30
30189,9,435,118,25,30
30190,9,435,223,30,35
30191,9,435,129,25,30
30192,9,435,118,25,30
30193,9,435,118,25,30
30194,9,435,223,25,30
30195,9,435,223,30,35
30196,9,435,223,30,35
30197,9,435,224,35,40
30198,9,435,194,25,30
30199,9,435,183,25,30
30200,9,435,183,25,30
30201,9,435,183,30,35
30202,9,435,195,35,40
30203,9,435,191,33,33
30204,9,435,179,34,34
30205,9,435,191,35,35
30206,9,435,179,36,36
30207,9,435,190,34,34
30208,9,435,167,33,33
30209,9,435,163,35,35
30210,9,435,209,34,34
30211,9,435,234,36,36
30212,9,435,207,37,37
30213,9,435,234,39,39
30214,9,435,207,40,40
30215,9,436,213,25,30
30216,9,436,213,20,25
30217,9,436,213,30,35
30218,9,436,213,30,35
30219,9,436,213,35,40
30220,9,436,190,33,33
30221,9,436,216,34,34
30222,9,436,190,35,35
30223,9,436,216,36,36
30224,9,436,191,34,34
30225,9,436,165,33,33
30226,9,436,163,35,35
30227,9,436,204,34,34
30228,9,436,228,36,36
30229,9,436,241,37,37
30230,9,436,228,39,39
30231,9,436,241,40,40
30232,9,420,366,20,30
30233,9,420,170,20,30
30234,9,420,366,30,35
30235,9,420,369,30,35
30236,9,420,369,30,35
30237,9,419,129,10,30
30238,9,419,72,10,30
30239,9,419,320,10,30
30240,9,419,129,5,10
30241,9,419,72,5,10
30242,9,419,319,30,35
30243,9,419,320,30,35
30244,9,419,320,25,30
30245,9,419,320,35,40
30246,9,419,320,40,45
30247,9,419,72,5,35
30248,9,419,278,10,30
30249,9,419,278,15,25
30250,9,419,279,25,30
30251,9,419,279,25,30
30252,9,389,129,10,30
30253,9,389,72,10,30
30254,9,389,72,10,30
30255,9,389,129,5,10
30256,9,389,72,5,10
30257,9,389,72,25,30
30258,9,389,72,30,35
30259,9,389,73,30,35
30260,9,389,73,25,30
30261,9,389,73,20,25
30262,9,389,72,5,35
30263,9,389,72,5,35
30264,9,389,72,5,35
30265,9,389,72,5,35
30266,9,389,73,30,35
30267,9,367,322,15,15
30268,9,367,109,15,15
30269,9,367,322,16,16
30270,9,367,66,15,15
30271,9,367,324,15,15
30272,9,367,218,15,15
30273,9,367,109,16,16
30274,9,367,66,16,16
30275,9,367,324,14,14
30276,9,367,324,16,16
30277,9,367,88,14,14
30278,9,367,88,14,14
30279,9,359,129,10,30
30280,9,359,118,10,30
30281,9,359,339,10,30
30282,9,359,129,5,10
30283,9,359,118,5,10
30284,9,359,339,25,30
30285,9,359,339,30,35
30286,9,359,340,30,35
30287,9,359,340,35,40
30288,9,359,340,40,45
30289,9,359,42,30,35
30290,9,359,42,30,35
30291,9,359,338,25,35
30292,9,359,338,15,25
30293,9,359,338,5,15
30294,9,359,42,33,33
30295,9,359,42,35,35
30296,9,359,371,30,30
30297,9,359,338,35,35
30298,9,359,371,35,35
30299,9,359,338,37,37
30300,9,359,371,25,25
30301,9,359,338,39,39
30302,9,359,42,38,38
30303,9,359,42,40,40
30304,9,359,42,38,38
30305,9,359,42,40,40
30306,9,356,129,10,30
30307,9,356,118,10,30
30308,9,356,339,10,30
30309,9,356,129,5,10
30310,9,356,118,5,10
30311,9,356,339,25,30
30312,9,356,339,30,35
30313,9,356,339,20,25
30314,9,356,339,35,40
30315,9,356,339,40,45
30316,9,356,41,5,35
30317,9,356,41,30,35
30318,9,356,338,25,35
30319,9,356,338,15,25
30320,9,356,338,5,15
30321,9,356,41,16,16
30322,9,356,41,17,17
30323,9,356,41,18,18
30324,9,356,41,15,15
30325,9,356,41,14,14
30326,9,356,338,16,16
30327,9,356,338,18,18
30328,9,356,338,14,14
30329,9,356,41,19,19
30330,9,356,41,20,20
30331,9,356,41,19,19
30332,9,356,41,20,20
30333,9,357,129,10,30
30334,9,357,118,10,30
30335,9,357,339,10,30
30336,9,357,129,5,10
30337,9,357,118,5,10
30338,9,357,339,25,30
30339,9,357,339,30,35
30340,9,357,340,30,35
30341,9,357,340,35,40
30342,9,357,340,40,45
30343,9,357,42,30,35
30344,9,357,42,30,35
30345,9,357,338,25,35
30346,9,357,338,15,25
30347,9,357,338,5,15
30348,9,357,42,33,33
30349,9,357,42,35,35
30350,9,357,42,33,33
30351,9,357,338,35,35
30352,9,357,338,33,33
30353,9,357,338,37,37
30354,9,357,42,35,35
30355,9,357,338,39,39
30356,9,357,42,38,38
30357,9,357,42,40,40
30358,9,357,42,38,38
30359,9,357,42,40,40
30360,9,358,129,10,30
30361,9,358,118,10,30
30362,9,358,339,10,30
30363,9,358,129,5,10
30364,9,358,118,5,10
30365,9,358,339,25,30
30366,9,358,339,30,35
30367,9,358,340,30,35
30368,9,358,340,35,40
30369,9,358,340,40,45
30370,9,358,42,30,35
30371,9,358,42,30,35
30372,9,358,338,25,35
30373,9,358,338,15,25
30374,9,358,338,5,15
30375,9,358,42,33,33
30376,9,358,42,35,35
30377,9,358,42,33,33
30378,9,358,338,35,35
30379,9,358,338,33,33
30380,9,358,338,37,37
30381,9,358,42,35,35
30382,9,358,338,39,39
30383,9,358,42,38,38
30384,9,358,42,40,40
30385,9,358,42,38,38
30386,9,358,42,40,40
30387,9,366,322,21,21
30388,9,366,322,21,21
30389,9,366,66,21,21
30390,9,366,322,20,20
30391,9,366,325,20,20
30392,9,366,66,20,20
30393,9,366,325,21,21
30394,9,366,66,22,22
30395,9,366,322,22,22
30396,9,366,325,22,22
30397,9,366,322,22,22
30398,9,366,325,22,22
30399,9,398,129,10,30
30400,9,398,72,10,30
30401,9,398,320,10,30
30402,9,398,129,5,10
30403,9,398,72,5,10
30404,9,398,320,25,30
30405,9,398,320,30,35
30406,9,398,320,20,25
30407,9,398,320,35,40
30408,9,398,320,40,45
30409,9,398,72,5,35
30410,9,398,278,10,30
30411,9,398,278,15,25
30412,9,398,279,25,30
30413,9,398,279,25,30
30414,9,399,129,10,30
30415,9,399,72,10,30
30416,9,399,320,10,30
30417,9,399,129,5,10
30418,9,399,72,5,10
30419,9,399,320,25,30
30420,9,399,320,30,35
30421,9,399,320,20,25
30422,9,399,320,35,40
30423,9,399,320,40,45
30424,9,399,72,5,35
30425,9,399,278,10,30
30426,9,399,278,15,25
30427,9,399,279,25,30
30428,9,399,279,25,30
30429,9,400,129,10,30
30430,9,400,72,10,30
30431,9,400,320,10,30
30432,9,400,129,5,10
30433,9,400,72,5,10
30434,9,400,320,25,30
30435,9,400,320,30,35
30436,9,400,320,20,25
30437,9,400,320,35,40
30438,9,400,320,40,45
30439,9,400,72,5,35
30440,9,400,278,10,30
30441,9,400,278,15,25
30442,9,400,279,25,30
30443,9,400,279,25,30
30444,9,401,129,10,30
30445,9,401,72,10,30
30446,9,401,320,10,30
30447,9,401,129,5,10
30448,9,401,72,5,10
30449,9,401,320,25,30
30450,9,401,320,30,35
30451,9,401,320,20,25
30452,9,401,320,35,40
30453,9,401,320,40,45
30454,9,401,72,5,35
30455,9,401,278,10,30
30456,9,401,278,15,25
30457,9,401,279,25,30
30458,9,401,279,25,30
30459,9,407,129,10,30
30460,9,407,72,10,30
30461,9,407,320,10,30
30462,9,407,129,5,10
30463,9,407,72,5,10
30464,9,407,320,25,30
30465,9,407,320,30,35
30466,9,407,320,20,25
30467,9,407,320,35,40
30468,9,407,320,40,45
30469,9,407,72,5,35
30470,9,407,278,10,30
30471,9,407,278,15,25
30472,9,407,279,25,30
30473,9,407,279,25,30
30474,9,407,333,23,23
30475,9,407,276,23,23
30476,9,407,333,25,25
30477,9,407,276,24,24
30478,9,407,276,25,25
30479,9,407,277,25,25
30480,9,407,39,24,24
30481,9,407,39,25,25
30482,9,407,278,24,24
30483,9,407,278,24,24
30484,9,407,278,26,26
30485,9,407,278,25,25
30486,9,388,100,24,24
30487,9,388,81,24,24
30488,9,388,100,25,25
30489,9,388,81,25,25
30490,9,388,100,23,23
30491,9,388,81,23,23
30492,9,388,100,26,26
30493,9,388,81,26,26
30494,9,388,100,22,22
30495,9,388,81,22,22
30496,9,388,101,26,26
30497,9,388,82,26,26
30498,9,387,100,24,24
30499,9,387,81,24,24
30500,9,387,100,25,25
30501,9,387,81,25,25
30502,9,387,100,23,23
30503,9,387,81,23,23
30504,9,387,100,26,26
30505,9,387,81,26,26
30506,9,387,100,22,22
30507,9,387,81,22,22
30508,9,387,100,22,22
30509,9,387,81,22,22
30510,9,411,129,10,30
30511,9,411,72,10,30
30512,9,411,318,10,30
30513,9,411,129,5,10
30514,9,411,72,5,10
30515,9,411,318,25,30
30516,9,411,318,30,35
30517,9,411,318,20,25
30518,9,411,318,35,40
30519,9,411,318,40,45
30520,9,411,72,5,35
30521,9,411,278,10,30
30522,9,411,278,15,25
30523,9,411,279,25,30
30524,9,411,279,25,30
30525,9,411,263,25,25
30526,9,411,264,25,25
30527,9,411,263,27,27
30528,9,411,43,25,25
30529,9,411,264,27,27
30530,9,411,43,26,26
30531,9,411,43,27,27
30532,9,411,43,24,24
30533,9,411,357,25,25
30534,9,411,357,26,26
30535,9,411,357,27,27
30536,9,411,352,25,25
30537,9,412,129,10,30
30538,9,412,118,10,30
30539,9,412,339,10,30
30540,9,412,129,5,10
30541,9,412,118,5,10
30542,9,412,339,25,30
30543,9,412,339,30,35
30544,9,412,339,20,25
30545,9,412,339,35,40
30546,9,412,339,40,45
30547,9,412,183,20,30
30548,9,412,183,10,20
30549,9,412,183,30,35
30550,9,412,183,5,10
30551,9,412,118,20,30
30552,9,412,261,25,25
30553,9,412,262,25,25
30554,9,412,262,27,27
30555,9,412,43,25,25
30556,9,412,183,25,25
30557,9,412,43,26,26
30558,9,412,43,27,27
30559,9,412,183,27,27
30560,9,412,359,25,25
30561,9,412,359,27,27
30562,9,412,352,25,25
30563,9,412,273,25,25
30564,9,413,129,10,30
30565,9,413,72,10,30
30566,9,413,320,10,30
30567,9,413,129,5,10
30568,9,413,72,5,10
30569,9,413,320,25,30
30570,9,413,320,30,35
30571,9,413,320,20,25
30572,9,413,320,35,40
30573,9,413,320,40,45
30574,9,413,72,5,35
30575,9,413,278,10,30
30576,9,413,278,15,25
30577,9,413,279,25,30
30578,9,413,279,25,30
30579,9,413,261,26,26
30580,9,413,353,26,26
30581,9,413,262,26,26
30582,9,413,353,28,28
30583,9,413,262,28,28
30584,9,413,43,26,26
30585,9,413,43,28,28
30586,9,413,44,28,28
30587,9,413,278,26,26
30588,9,413,278,27,27
30589,9,413,278,28,28
30590,9,413,352,25,25
30591,9,414,129,10,30
30592,9,414,72,10,30
30593,9,414,320,10,30
30594,9,414,129,5,10
30595,9,414,72,5,10
30596,9,414,319,30,35
30597,9,414,320,30,35
30598,9,414,320,25,30
30599,9,414,320,35,40
30600,9,414,320,40,45
30601,9,414,72,5,35
30602,9,414,278,10,30
30603,9,414,278,15,25
30604,9,414,279,25,30
30605,9,414,279,25,30
30606,9,415,129,10,30
30607,9,415,72,10,30
30608,9,415,320,10,30
30609,9,415,129,5,10
30610,9,415,72,5,10
30611,9,415,320,25,30
30612,9,415,320,30,35
30613,9,415,320,20,25
30614,9,415,320,35,40
30615,9,415,320,40,45
30616,9,415,72,5,35
30617,9,415,278,10,30
30618,9,415,278,15,25
30619,9,415,279,25,30
30620,9,415,279,25,30
30621,9,415,261,26,26
30622,9,415,353,26,26
30623,9,415,262,26,26
30624,9,415,353,28,28
30625,9,415,262,28,28
30626,9,415,43,26,26
30627,9,415,43,28,28
30628,9,415,44,28,28
30629,9,415,278,26,26
30630,9,415,278,27,27
30631,9,415,278,28,28
30632,9,415,352,25,25
30633,9,418,129,10,30
30634,9,418,72,10,30
30635,9,418,320,10,30
30636,9,418,129,5,10
30637,9,418,72,5,10
30638,9,418,319,30,35
30639,9,418,320,30,35
30640,9,418,320,25,30
30641,9,418,320,35,40
30642,9,418,320,40,45
30643,9,418,72,5,35
30644,9,418,278,10,30
30645,9,418,278,15,25
30646,9,418,279,25,30
30647,9,418,279,25,30
30648,9,421,129,10,30
30649,9,421,72,10,30
30650,9,421,320,10,30
30651,9,421,129,5,10
30652,9,421,72,5,10
30653,9,421,319,30,35
30654,9,421,320,30,35
30655,9,421,320,25,30
30656,9,421,320,35,40
30657,9,421,320,40,45
30658,9,421,72,5,35
30659,9,421,278,10,30
30660,9,421,278,15,25
30661,9,421,279,25,30
30662,9,421,279,25,30
30663,9,422,129,10,30
30664,9,422,370,10,30
30665,9,422,320,10,30
30666,9,422,129,5,10
30667,9,422,72,5,10
30668,9,422,370,30,35
30669,9,422,320,30,35
30670,9,422,222,30,35
30671,9,422,320,35,40
30672,9,422,320,40,45
30673,9,422,72,5,35
30674,9,422,278,10,30
30675,9,422,278,15,25
30676,9,422,279,25,30
30677,9,422,279,25,30
30678,9,423,129,10,30
30679,9,423,72,10,30
30680,9,423,320,10,30
30681,9,423,129,5,10
30682,9,423,72,5,10
30683,9,423,319,30,35
30684,9,423,320,30,35
30685,9,423,320,25,30
30686,9,423,320,35,40
30687,9,423,320,40,45
30688,9,423,72,5,35
30689,9,423,278,10,30
30690,9,423,278,15,25
30691,9,423,279,25,30
30692,9,423,321,25,30
30693,9,424,129,10,30
30694,9,424,72,10,30
30695,9,424,320,10,30
30696,9,424,129,5,10
30697,9,424,72,5,10
30698,9,424,319,30,35
30699,9,424,320,30,35
30700,9,424,320,25,30
30701,9,424,320,35,40
30702,9,424,320,40,45
30703,9,424,72,5,35
30704,9,424,278,10,30
30705,9,424,278,15,25
30706,9,424,279,25,30
30707,9,424,279,25,30
30708,9,424,360,30,30
30709,9,424,360,35,35
30710,9,424,360,25,25
30711,9,424,360,40,40
30712,9,424,360,20,20
30713,9,424,360,45,45
30714,9,424,360,15,15
30715,9,424,360,50,50
30716,9,424,360,10,10
30717,9,424,360,5,5
30718,9,424,360,10,10
30719,9,424,360,5,5
30720,9,425,129,10,30
30721,9,425,72,10,30
30722,9,425,320,10,30
30723,9,425,129,5,10
30724,9,425,72,5,10
30725,9,425,319,30,35
30726,9,425,320,30,35
30727,9,425,320,25,30
30728,9,425,320,35,40
30729,9,425,320,40,45
30730,9,425,72,5,35
30731,9,425,278,10,30
30732,9,425,278,15,25
30733,9,425,279,25,30
30734,9,425,279,25,30
30735,9,426,129,10,30
30736,9,426,72,10,30
30737,9,426,320,10,30
30738,9,426,129,5,10
30739,9,426,72,5,10
30740,9,426,319,30,35
30741,9,426,320,30,35
30742,9,426,116,25,30
30743,9,426,320,35,40
30744,9,426,320,40,45
30745,9,426,72,5,35
30746,9,426,278,10,30
30747,9,426,278,15,25
30748,9,426,279,25,30
30749,9,426,279,25,30
30750,9,427,129,10,30
30751,9,427,72,10,30
30752,9,427,320,10,30
30753,9,427,129,5,10
30754,9,427,72,5,10
30755,9,427,319,30,35
30756,9,427,320,30,35
30757,9,427,116,25,30
30758,9,427,320,35,40
30759,9,427,320,40,45
30760,9,427,72,5,35
30761,9,427,278,10,30
30762,9,427,278,15,25
30763,9,427,279,25,30
30764,9,427,279,25,30
30765,9,428,129,10,30
30766,9,428,72,10,30
30767,9,428,320,10,30
30768,9,428,129,5,10
30769,9,428,72,5,10
30770,9,428,319,30,35
30771,9,428,320,30,35
30772,9,428,116,25,30
30773,9,428,320,35,40
30774,9,428,320,40,45
30775,9,428,72,5,35
30776,9,428,278,10,30
30777,9,428,278,15,25
30778,9,428,279,25,30
30779,9,428,279,25,30
30780,9,376,129,10,30
30781,9,376,72,10,30
30782,9,376,320,10,30
30783,9,376,129,5,10
30784,9,376,72,5,10
30785,9,376,320,25,30
30786,9,376,320,30,35
30787,9,376,320,20,25
30788,9,376,320,35,40
30789,9,376,320,40,45
30790,9,376,72,5,35
30791,9,376,41,5,35
30792,9,376,41,30,35
30793,9,376,42,30,35
30794,9,376,42,30,35
30795,9,376,41,30,30
30796,9,376,41,31,31
30797,9,376,41,32,32
30798,9,376,41,33,33
30799,9,376,41,28,28
30800,9,376,41,29,29
30801,9,376,41,34,34
30802,9,376,41,35,35
30803,9,376,42,34,34
30804,9,376,42,35,35
30805,9,376,42,33,33
30806,9,376,42,36,36
30807,9,377,41,30,30
30808,9,377,41,31,31
30809,9,377,41,32,32
30810,9,377,41,33,33
30811,9,377,41,28,28
30812,9,377,41,29,29
30813,9,377,41,34,34
30814,9,377,41,35,35
30815,9,377,42,34,34
30816,9,377,42,35,35
30817,9,377,42,33,33
30818,9,377,42,36,36
30819,9,378,41,30,30
30820,9,378,41,31,31
30821,9,378,41,32,32
30822,9,378,302,30,30
30823,9,378,302,32,32
30824,9,378,302,34,34
30825,9,378,41,33,33
30826,9,378,41,34,34
30827,9,378,42,34,34
30828,9,378,42,35,35
30829,9,378,42,33,33
30830,9,378,42,36,36
30831,9,379,41,30,30
30832,9,379,41,31,31
30833,9,379,41,32,32
30834,9,379,302,30,30
30835,9,379,302,32,32
30836,9,379,302,34,34
30837,9,379,41,33,33
30838,9,379,41,34,34
30839,9,379,42,34,34
30840,9,379,42,35,35
30841,9,379,42,33,33
30842,9,379,42,36,36
30843,9,380,41,30,30
30844,9,380,41,31,31
30845,9,380,41,32,32
30846,9,380,302,30,30
30847,9,380,302,32,32
30848,9,380,302,34,34
30849,9,380,41,33,33
30850,9,380,41,34,34
30851,9,380,42,34,34
30852,9,380,42,35,35
30853,9,380,42,33,33
30854,9,380,42,36,36
30855,9,381,41,30,30
30856,9,381,41,31,31
30857,9,381,41,32,32
30858,9,381,302,30,30
30859,9,381,302,32,32
30860,9,381,302,34,34
30861,9,381,41,33,33
30862,9,381,41,34,34
30863,9,381,42,34,34
30864,9,381,42,35,35
30865,9,381,42,33,33
30866,9,381,42,36,36
30867,9,385,129,10,30
30868,9,385,72,10,30
30869,9,385,320,10,30
30870,9,385,129,5,10
30871,9,385,72,5,10
30872,9,385,320,25,30
30873,9,385,320,30,35
30874,9,385,320,20,25
30875,9,385,320,35,40
30876,9,385,320,40,45
30877,9,385,72,5,35
30878,9,385,41,5,35
30879,9,385,363,25,30
30880,9,385,363,25,30
30881,9,385,363,25,35
30882,9,385,41,26,26
30883,9,385,363,26,26
30884,9,385,41,28,28
30885,9,385,363,28,28
30886,9,385,41,30,30
30887,9,385,363,30,30
30888,9,385,41,32,32
30889,9,385,363,32,32
30890,9,385,42,32,32
30891,9,385,363,32,32
30892,9,385,42,32,32
30893,9,385,363,32,32
30894,9,386,41,26,26
30895,9,386,363,26,26
30896,9,386,41,28,28
30897,9,386,363,28,28
30898,9,386,41,30,30
30899,9,386,363,30,30
30900,9,386,361,26,26
30901,9,386,363,32,32
30902,9,386,42,30,30
30903,9,386,361,28,28
30904,9,386,42,32,32
30905,9,386,361,30,30
30906,9,352,129,10,30
30907,9,352,72,10,30
30908,9,352,320,10,30
30909,9,352,129,5,10
30910,9,352,72,5,10
30911,9,352,320,25,30
30912,9,352,320,30,35
30913,9,352,120,25,30
30914,9,352,320,35,40
30915,9,352,320,40,45
30916,9,352,72,5,35
30917,9,352,278,10,30
30918,9,352,278,15,25
30919,9,352,279,25,30
30920,9,352,279,25,30
30921,9,433,129,10,30
30922,9,433,72,10,30
30923,9,433,320,10,30
30924,9,433,129,5,10
30925,9,433,72,5,10
30926,9,433,320,25,30
30927,9,433,320,30,35
30928,9,433,320,20,25
30929,9,433,320,35,40
30930,9,433,320,40,45
30931,9,433,72,5,35
30932,9,433,278,10,30
30933,9,433,278,15,25
30934,9,433,279,25,30
30935,9,433,279,25,30
30936,9,351,129,10,30
30937,9,351,72,10,30
30938,9,351,320,10,30
30939,9,351,129,5,10
30940,9,351,72,5,10
30941,9,351,320,25,30
30942,9,351,320,30,35
30943,9,351,320,20,25
30944,9,351,320,35,40
30945,9,351,320,40,45
30946,9,351,72,5,35
30947,9,351,278,10,30
30948,9,351,278,15,25
30949,9,351,279,25,30
30950,9,351,279,25,30
30951,9,353,129,10,30
30952,9,353,72,10,30
30953,9,353,320,10,30
30954,9,353,129,5,10
30955,9,353,72,5,10
30956,9,353,319,30,35
30957,9,353,320,30,35
30958,9,353,320,25,30
30959,9,353,320,35,40
30960,9,353,320,40,45
30961,9,353,72,5,35
30962,9,353,278,10,30
30963,9,353,278,15,25
30964,9,353,279,25,30
30965,9,353,279,25,30
30966,9,434,129,10,30
30967,9,434,72,10,30
30968,9,434,320,10,30
30969,9,434,129,5,10
30970,9,434,72,5,10
30971,9,434,319,30,35
30972,9,434,320,30,35
30973,9,434,320,25,30
30974,9,434,320,35,40
30975,9,434,320,40,45
30976,9,434,72,5,35
30977,9,434,278,10,30
30978,9,434,278,15,25
30979,9,434,279,25,30
30980,9,434,279,25,30
30981,9,355,129,10,30
30982,9,355,370,10,30
30983,9,355,320,10,30
30984,9,355,129,5,10
30985,9,355,72,5,10
30986,9,355,370,30,35
30987,9,355,320,30,35
30988,9,355,222,30,35
30989,9,355,320,35,40
30990,9,355,320,40,45
30991,9,355,72,5,35
30992,9,355,278,10,30
30993,9,355,278,15,25
30994,9,355,279,25,30
30995,9,355,279,25,30
30996,9,350,129,10,30
30997,9,350,118,10,30
30998,9,350,341,10,30
30999,9,350,129,5,10
31000,9,350,118,5,10
31001,9,350,341,25,30
31002,9,350,341,30,35
31003,9,350,341,20,25
31004,9,350,341,35,40
31005,9,350,341,40,45
31006,9,350,183,20,30
31007,9,350,183,10,20
31008,9,350,183,30,35
31009,9,350,183,5,10
31010,9,350,183,5,10
31011,9,390,302,33,33
31012,9,390,42,34,34
31013,9,390,42,35,35
31014,9,390,302,34,34
31015,9,390,344,36,36
31016,9,390,354,37,37
31017,9,390,354,38,38
31018,9,390,344,36,36
31019,9,390,344,37,37
31020,9,390,344,38,38
31021,9,390,344,37,37
31022,9,390,344,38,38
31023,9,391,302,33,33
31024,9,391,42,34,34
31025,9,391,42,35,35
31026,9,391,302,34,34
31027,9,391,344,36,36
31028,9,391,354,37,37
31029,9,391,354,38,38
31030,9,391,344,36,36
31031,9,391,344,37,37
31032,9,391,344,38,38
31033,9,391,344,37,37
31034,9,391,344,38,38
31035,9,392,302,33,33
31036,9,392,42,34,34
31037,9,392,42,35,35
31038,9,392,302,34,34
31039,9,392,344,36,36
31040,9,392,354,37,37
31041,9,392,354,38,38
31042,9,392,344,36,36
31043,9,392,344,37,37
31044,9,392,334,38,38
31045,9,392,334,39,39
31046,9,392,334,39,39
31047,9,354,129,10,30
31048,9,354,129,10,30
31049,9,354,129,10,30
31050,9,354,129,5,10
31051,9,354,72,5,10
31052,9,354,129,30,35
31053,9,354,129,30,35
31054,9,354,130,35,40
31055,9,354,130,35,45
31056,9,354,130,5,45
31057,9,354,129,5,35
31058,9,354,129,10,30
31059,9,354,129,15,25
31060,9,354,129,25,30
31061,9,354,129,25,30
31062,9,437,74,27,27
31063,9,437,324,28,28
31064,9,437,74,28,28
31065,9,437,324,30,30
31066,9,437,74,29,29
31067,9,437,74,30,30
31068,9,437,74,30,30
